"firm_alias","mortgage_id","mortgage_expiry_date","mortgage_type","mortgage_state","mortgage_closed_date"
"Roast Ham","0512e1df-9043-4338-a54c-8454ac1f0c0d","2030-04-30","buy-to-let","open",""
"Elderless","05187f43-01bc-497c-a8ec-dba1fc96691b","2030-12-14","buy-to-let","open",""
"Hidecreek","05188369-2168-4b4f-b74e-ee7911a1e04b","2027-09-23","buy-to-let","open",""
"Elderless","0519111e-6d11-4976-90de-6299ebaec572","2027-06-30","owner-occupied","open",""
"Roast Ham","051fc3bd-df55-4784-a581-19b5afac35ea","2028-03-31","owner-occupied","open",""
"Roast Ham","0520bd3a-b01d-4604-968c-f7ae7c35b786","2026-11-30","owner-occupied","redeemed","2025-07-03"
"Roast Ham","0526244e-7be4-44c3-8022-29c4fa9f4f90","2028-12-31","owner-occupied","open",""
"Elderless","052636a8-4cc8-444a-92b0-f0b34ecb451b","2030-07-20","buy-to-let","open",""
"Elderless","0528abcf-301e-40bb-8bd3-06393f118da7","2026-08-31","buy-to-let","open",""
"Roast Ham","0528f7f9-ae0c-441f-b98a-42bbe5884d50","2028-09-30","owner-occupied","open",""
"Roast Ham","0529bd46-aefe-4bd3-bab8-99827e316555","2026-09-30","owner-occupied","open",""
"Roast Ham","052f802f-a55c-43be-a851-06fe5c550ee2","2028-12-31","buy-to-let","open",""
"Elderless","05311b1e-54ee-4ffa-912d-7e5c5b3a6c97","2026-02-28","owner-occupied","switched","2026-02-19"
"Hidecreek","053528d7-2084-4417-a0b3-7714928d7f1a","2030-07-01","buy-to-let","open",""
"Elderless","05392077-832e-4c3e-acb9-011c90c1b125","2029-07-22","buy-to-let","open",""
"Elderless","053ba2b7-8ea7-4495-a69d-f07787ee6f4c","2025-07-31","buy-to-let","switched","2025-06-06"
"Hidecreek","053c75b1-e3f6-493b-9d0b-6246eca80982","2029-12-04","buy-to-let","open",""
"Elderless","05401c7b-e377-4d21-aabd-e21c3c035eba","2027-03-31","owner-occupied","open",""
"Elderless","05420be0-a349-4c63-ab7b-cd21fa16a826","2026-10-31","buy-to-let","open",""
"Elderless","054398ca-88d2-4c3a-8282-ff5612270fd3","2028-03-22","buy-to-let","open",""
"Hidecreek","05444529-7ede-40d0-9a79-ef6bf38db58e","2028-01-18","buy-to-let","open",""
"Roast Ham","05456273-5060-40a1-8501-4c77fc052b5c","2027-08-31","buy-to-let","open",""
"Roast Ham","0545e485-1e94-433f-80d7-96c6d7baac0d","2028-10-31","buy-to-let","open",""
"Hidecreek","0546e165-c27e-4c85-b5b4-297a67c0ee15","2027-06-21","buy-to-let","open",""
"Elderless","054c54f0-3d50-4ce0-aa2b-ffec4f5e339f","2029-09-11","buy-to-let","open",""
"Elderless","054f0cd1-61b6-4484-8921-67a3d7fba3ab","2025-09-20","buy-to-let","switched","2025-07-10"
"Roast Ham","0559b2c7-699c-47f1-932a-c423deebc6f2","2028-06-30","owner-occupied","open",""
"Hidecreek","055aa0b7-1395-4ea1-b4b0-a78cb6f8ca15","2027-01-06","buy-to-let","open",""
"Roast Ham","055c78d6-3a74-41d4-8203-b96036c434ae","2027-08-31","buy-to-let","open",""
"Elderless","0560d97b-ef55-4962-a275-25930b89fe2e","2028-02-29","owner-occupied","open",""
"Roast Ham","05630610-bb94-4b2e-99e4-dcf45e3f6594","2026-10-31","owner-occupied","open",""
"Elderless","0565b34d-079f-4105-be9d-7d9ad52abe0d","2028-01-29","buy-to-let","open",""
"Elderless","05661929-fc25-42ca-8361-955878cdd2f0","2025-07-31","buy-to-let","switched","2025-08-16"
"Elderless","056ad594-a52d-4270-bcb4-a41c3b07a4c6","2025-09-25","owner-occupied","open",""
"Hidecreek","056afb77-9327-4f05-b1ca-894254cb4ab6","2029-07-19","buy-to-let","open",""
"Elderless","056b6a44-7816-4959-b92e-fd6e185245ca","2028-03-12","buy-to-let","open",""
"Roast Ham","056b770a-ef96-4211-befe-78f579d07849","2025-10-31","owner-occupied","redeemed","2025-11-04"
"Roast Ham","056e0519-b5a6-46e7-8d8a-8374d9b5dbac","2027-04-30","owner-occupied","open",""
"Elderless","056eafb2-1377-4c91-9839-883c79cefc9f","2026-06-30","owner-occupied","switched","2026-05-16"
"Elderless","056fadd7-7afe-4638-b908-1e2dc579b93a","2030-10-01","buy-to-let","open",""
"Elderless","057175ca-0dcc-4983-beff-d9bd471743a5","2028-01-23","buy-to-let","open",""
"Elderless","05770221-90bd-4381-a7ee-6639bd3ab221","2031-04-30","owner-occupied","open",""
"Elderless","0578abd9-fa7e-427f-b74c-9a803d2e1adb","2028-08-17","buy-to-let","open",""
"Elderless","057b3652-4c26-4b66-a899-52c9dde06d02","2031-01-04","owner-occupied","open",""
"Elderless","057c11c5-65fb-42f0-9764-26e2b9a51a1b","2031-03-31","buy-to-let","open",""
"Elderless","057ea411-2ebe-43ef-b44d-c0ec915ef603","2030-08-31","buy-to-let","open",""
"Elderless","0581c673-a96f-44e8-81be-a2e0edd4c4d9","2027-06-30","owner-occupied","open",""
"Elderless","0582c0fc-5604-46a5-9c96-edb7ec0e82af","2027-07-14","buy-to-let","open",""
"Elderless","0582fcfd-5adb-4329-9c94-351cee5a575a","2030-10-04","buy-to-let","open",""
"Elderless","0583d6e2-d292-4be8-ae93-22375598e636","2025-05-31","owner-occupied","redeemed","2025-06-25"
"Roast Ham","0585b430-f0de-4568-b26b-90c96094655b","2025-08-31","buy-to-let","redeemed","2025-10-14"
"Elderless","05874a47-2840-425e-ac0a-8dc4c5dac85f","2030-07-03","buy-to-let","open",""
"Elderless","05915d5b-8ff2-433d-98e6-cfd11ad4ad14","2029-09-09","buy-to-let","open",""
"Elderless","0591f97b-0ee8-41f5-9c42-cdf7c097ba67","2027-04-02","buy-to-let","open",""
"Roast Ham","0594cc61-3e28-4de6-a6f9-3e9fb7d4895f","2030-05-31","owner-occupied","open",""
"Elderless","05952595-6cfb-4779-910b-a767530ab461","2028-02-19","buy-to-let","open",""
"Elderless","0595d92c-19c0-476e-ae49-13d0f8d70794","2030-09-09","buy-to-let","open",""
"Elderless","0595dfb6-b3a7-4fc0-bceb-036a482fe43b","2027-11-13","owner-occupied","open",""
"Elderless","00d18f73-f61b-4c28-b09c-13b51cc399c0","2029-07-10","buy-to-let","open",""
"Elderless","00d2cdf7-fc83-409c-b5f7-130080406a20","2027-09-30","buy-to-let","open",""
"Elderless","00d3008d-fc04-4bd1-b984-0e253e68d046","2026-01-31","owner-occupied","switched","2025-11-13"
"Elderless","00d4c1d2-85bb-4a66-a458-222ed2a26fe9","2030-03-25","buy-to-let","open",""
"Elderless","00d68a64-2799-4cbd-87d1-97a41f68356b","2028-02-29","owner-occupied","open",""
"Roast Ham","00da748e-d094-431d-8423-1d7e0a2aa165","2026-12-31","buy-to-let","open",""
"Roast Ham","00db3bb4-9d4e-497c-a270-4f7c4f289252","2026-05-31","buy-to-let","switched","2026-03-03"
"Hidecreek","00dc74b6-0504-4bba-b752-75b23104701e","2026-09-16","commercial-buy-to-let","open",""
"Elderless","00dee5ef-4e63-4851-a60e-490ed6e2edd1","2031-04-15","buy-to-let","open",""
"Hidecreek","00e247b8-afcd-4e01-84f9-92af48f44424","2028-02-06","buy-to-let","open",""
"Elderless","00e2e22a-044b-4761-a5b9-54a6ca664fcf","2027-12-20","owner-occupied","open",""
"Elderless","00e4d62d-ac51-49c3-bea5-8d9130ff46d9","2026-05-23","buy-to-let","open",""
"Elderless","00ea13d5-13cd-4cac-bc57-430058de52d1","2031-04-01","buy-to-let","open",""
"Roast Ham","00ed9280-11f1-4a32-a409-0b8d7cfcd287","2026-05-31","owner-occupied","open",""
"Elderless","00f7737e-ef6a-4009-997c-aa190c5e017e","2030-02-10","owner-occupied","open",""
"Elderless","00f8f5cb-2185-46e0-8652-29d7fc086b1a","2026-07-31","owner-occupied","open",""
"Hidecreek","00f9d5d2-f92e-47d2-ab25-7e255ca6677b","2025-12-04","buy-to-let","open",""
"Roast Ham","00fabff6-e36e-4f5a-9c97-bffea43682bc","2029-06-30","owner-occupied","open",""
"Elderless","00fadd1f-7220-43b1-b215-b5d078b67414","2025-12-31","owner-occupied","switched","2025-09-12"
"Elderless","00fd312c-0801-42df-8375-0b9d8bebfa8e","2030-02-27","buy-to-let","open",""
"Hidecreek","00fdca72-0c51-47f6-941e-7726745d5ea4","2027-10-27","buy-to-let","open",""
"Roast Ham","0102f645-0665-4b29-83c7-88b5c9bce1c3","2025-11-30","owner-occupied","switched","2025-11-25"
"Elderless","010427ff-0097-4cd5-b2a7-aa7061ae2aea","2030-08-25","buy-to-let","open",""
"Elderless","01053e61-92b3-4a22-8669-116b5c914d69","2028-04-30","owner-occupied","open",""
"Roast Ham","0109234f-ddf9-43af-9962-c24ebe7a13a3","2026-11-30","owner-occupied","open",""
"Elderless","010998f4-f7dd-4c00-a268-24fcab983765","2026-12-31","buy-to-let","open",""
"Roast Ham","010b8dfc-ed05-43cf-99ce-a7f51e24bfad","2030-03-31","owner-occupied","open",""
"Elderless","01108112-1c1e-4f33-8e9c-d0fc74ce4198","2027-11-09","buy-to-let","open",""
"Roast Ham","01114fa0-2e0f-416e-9f9f-af3c2ee0b907","2026-03-31","owner-occupied","open",""
"Elderless","01153f5b-f5e7-468a-ab09-62c26211d2db","2031-03-18","buy-to-let","open",""
"Elderless","0117ca0e-0aea-46d6-8dba-6cfd160aa9ac","2026-12-15","buy-to-let","open",""
"Elderless","0118a90f-799c-4835-8208-a7aa5a78342e","2026-01-31","buy-to-let","switched","2025-12-18"
"Elderless","0119cdfd-01cc-4043-be59-f2921d74df89","2026-12-13","owner-occupied","open",""
"Elderless","0119e645-2854-4e5e-bc6b-f643b2674a54","2030-05-05","buy-to-let","open",""
"Hidecreek","011b6547-5b1e-4f77-9c18-17dcd4849d50","2029-10-22","buy-to-let","open",""
"Elderless","0121db48-d0ac-4260-a965-b54d1e2b22af","2027-10-31","buy-to-let","open",""
"Roast Ham","012a223f-6cd2-406d-ab67-5af98218d41c","2025-11-30","owner-occupied","redeemed","2025-12-03"
"Roast Ham","012bb364-3e4e-4984-bae9-4bd5fbcd00c7","2026-12-31","owner-occupied","open",""
"Roast Ham","012bfd12-0968-4f8c-a630-d77386c57b49","2026-05-31","owner-occupied","open",""
"Roast Ham","0130a39a-3a29-4e12-b079-cd82d8edc739","2026-03-31","owner-occupied","switched","2026-02-17"
"Elderless","01312c5d-97f9-44c7-a412-9dc923213e65","2025-12-16","owner-occupied","redeemed","2025-12-18"
"Elderless","01313fde-78b5-4075-85b6-c6444569f7f8","2027-07-31","owner-occupied","open",""
"Elderless","013164df-5123-496c-aeb4-80d475a9c5aa","2026-04-14","buy-to-let","switched","2026-01-30"
"Hidecreek","0134a432-6656-48f2-881b-2545fc736de5","2028-02-17","semi-commercial-buy-to-let","open",""
"Roast Ham","01353263-efff-4458-8584-2c0249fe557e","2025-05-31","owner-occupied","switched","2026-01-16"
"Elderless","0136309c-e230-4ecc-a07c-d6440e64ed9c","2026-05-27","owner-occupied","redeemed","2026-05-30"
"Roast Ham","01366f04-0be9-4d57-a2f7-9a282afd5ffc","2028-01-31","owner-occupied","open",""
"Elderless","01384cbc-94c6-4940-ab3d-fff6f4e88286","2030-11-30","buy-to-let","open",""
"Elderless","013b8c74-18bd-437f-b8d9-2389bf7e865d","2029-08-22","buy-to-let","open",""
"Elderless","013bcc34-bac4-438a-84d5-41cd9e863505","2025-09-30","buy-to-let","redeemed","2025-06-24"
"Elderless","013ec136-8a8e-444d-8e3f-ff910abddf4a","2027-10-06","buy-to-let","open",""
"Hidecreek","0143d187-4043-42fa-8285-99afe717d1bc","2027-10-29","buy-to-let","open",""
"Elderless","01445d46-b052-4547-9c0d-4bcd5512f925","2027-06-13","buy-to-let","redeemed","2026-04-07"
"Hidecreek","01485c98-7129-44ca-b63c-3f0c2dd78175","2030-05-22","buy-to-let","redeemed","2026-01-27"
"Hidecreek","014bd557-e631-43e5-b3ea-e04b94611e20","2028-02-06","buy-to-let","open",""
"Elderless","0150181d-c8be-43ea-abe0-4b810950aab7","2027-12-01","buy-to-let","open",""
"Elderless","01512da0-c76f-48ba-84ec-cc5736055157","2029-09-05","buy-to-let","open",""
"Elderless","01539d5c-07fd-42ca-8b2a-ff1d6e658d44","2026-10-28","buy-to-let","open",""
"Roast Ham","01544c89-9333-42e3-b758-b7cc4b8d2897","2028-01-31","owner-occupied","open",""
"Elderless","01587dfc-9793-45d3-bad1-27a7543aeed5","2026-01-14","buy-to-let","open",""
"Roast Ham","0158dcaa-44ee-43aa-b99d-82009d6085cb","2026-08-31","buy-to-let","open",""
"Elderless","015a6b8b-0ed8-4ef2-be89-c0cb64a4ae93","2027-09-22","buy-to-let","open",""
"Elderless","015c1496-9975-45d3-bdf0-a0461f59753a","2027-04-11","buy-to-let","open",""
"Hidecreek","0165697a-d0b8-4ca6-8cab-abdf4c71a632","2027-01-03","commercial-buy-to-let","open",""
"Hidecreek","0165ae64-b31b-48de-9aef-26473f575444","2030-05-29","buy-to-let","open",""
"Elderless","016ae2b2-9dff-415e-a63b-2453f32094ce","2026-06-30","owner-occupied","redeemed","2026-01-15"
"Hidecreek","016b603d-13d3-40d0-90e9-efcb7347a9c0","2030-06-19","commercial-buy-to-let","open",""
"Elderless","016cb696-9a7d-4cbd-93a0-ef44dad35936","2031-04-21","buy-to-let","open",""
"Elderless","016d53f1-dcd4-4014-b646-9fa7e99b0f5d","2027-06-30","buy-to-let","open",""
"Elderless","01716f90-69ec-4fd1-8279-16a29bb2d969","2029-09-10","owner-occupied","open",""
"Elderless","01788ddf-90f6-4bbd-afa6-5353464a04d0","2026-08-22","owner-occupied","open",""
"Roast Ham","01795f20-554c-44a3-9f78-82fa0a8a012c","2026-05-23","owner-occupied","redeemed","2024-10-31"
"Elderless","017b8c63-5f17-4b28-bc80-76e4eb90b5d9","2029-03-31","owner-occupied","switched","2024-05-16"
"Elderless","017b9ac7-70db-41da-b0f5-5bc085ec29a9","2030-04-01","buy-to-let","open",""
"Hidecreek","018700c5-d2dc-47c8-bfcb-4511a942d0b1","2029-06-28","buy-to-let","open",""
"Elderless","018a5451-f0a7-4e4e-9d03-8f62ed53aac5","2025-11-30","buy-to-let","redeemed","2025-12-04"
"Elderless","018bcf62-cb02-411e-aefb-d64b399779eb","2029-05-15","buy-to-let","open",""
"Elderless","018ca16c-f3bd-42f1-88f3-7d0b8a112b1d","2029-09-26","owner-occupied","open",""
"Elderless","018da494-b3af-4788-a97f-474f5a72f551","2029-05-12","buy-to-let","open",""
"Elderless","01902e3c-1539-4b32-9936-0f1228c821d5","2026-01-31","buy-to-let","redeemed","2026-02-13"
"Elderless","0190e56d-36b9-4ad9-b5e6-0c41c83f7268","2026-12-17","buy-to-let","open",""
"Roast Ham","01917b43-e31b-40fc-b336-67d3cdf42371","2028-04-30","owner-occupied","open",""
"Elderless","0197ace1-72f2-420f-8c2f-a50e5ae035e0","2026-05-29","buy-to-let","open",""
"Elderless","026fe2c5-d746-4665-b8ea-8a328f97b498","2027-05-13","buy-to-let","open",""
"Hidecreek","02732829-45a9-41dc-81be-f135a19daf1a","2027-09-30","buy-to-let","redeemed","2026-04-22"
"Roast Ham","0274690b-e4a8-4e23-b428-f1239adb4ed5","2027-05-31","owner-occupied","redeemed","2025-09-16"
"Elderless","02765ee3-9031-4a52-875e-b7c1707c6668","2027-04-30","buy-to-let","open",""
"Roast Ham","02768348-5a26-420b-9c2b-0314245eafd7","2027-07-31","buy-to-let","open",""
"Elderless","0277c928-2ca2-4207-9952-2e5dc23353f9","2029-04-25","owner-occupied","open",""
"Elderless","02808e06-91f1-43f0-844f-bf0c58f080ef","2030-08-28","buy-to-let","open",""
"Elderless","0281fd63-7c18-4af9-bdfc-fb9b2df7dfc0","2030-02-19","buy-to-let","open",""
"Elderless","02822667-5b50-447c-b64a-e5a6aaeeeb52","2027-10-31","buy-to-let","open",""
"Roast Ham","02877256-2a59-442f-91a5-333c0f56b03e","2026-12-31","owner-occupied","open",""
"Elderless","028f5863-89ff-4247-a268-a326ad5b952b","2026-08-28","buy-to-let","open",""
"Elderless","02902de7-16d4-4338-ae3b-d89fc87b2d6b","2031-04-09","buy-to-let","open",""
"Elderless","0290ce23-16e4-43a0-9484-63a1e6e5d2ca","2025-10-26","buy-to-let","redeemed","2025-10-28"
"Hidecreek","0292d51c-0130-4bdb-b80c-daf0c59914ae","2027-01-14","buy-to-let","open",""
"Roast Ham","02933cf6-abf6-4464-b34f-56455236503c","2026-10-31","owner-occupied","open",""
"Roast Ham","0297af83-f519-4edb-b962-e7b79534ac04","2025-11-30","owner-occupied","switched","2025-09-30"
"Elderless","0298b176-84b6-46d2-91c9-ea8aa376f1d7","2025-07-31","owner-occupied","redeemed","2025-08-02"
"Hidecreek","02a0d21d-3da2-4b5f-9886-57fb4d765f19","2027-04-20","buy-to-let","open",""
"Elderless","02a41088-7e9b-4ca1-bd02-dcc66ba0f88d","2027-05-25","buy-to-let","open",""
"Hidecreek","02a41164-2d8d-4a30-a4f5-3d79de5bbb58","2028-02-04","commercial-buy-to-let","open",""
"Elderless","02a45b4a-8eb1-4efe-bcf1-6c3604cb0078","2029-04-30","buy-to-let","open",""
"Hidecreek","02a54490-8c98-4ed6-81f0-187bdf3b2caa","2028-03-31","buy-to-let","open",""
"Elderless","02a5e9b5-860d-41a9-b547-c96b1fb6c166","2029-07-25","buy-to-let","open",""
"Elderless","02a877c8-44e1-4144-b2cc-7305156e711e","2028-01-31","buy-to-let","open",""
"Roast Ham","02a896a6-8062-43b7-b2ee-18953f7df411","2029-08-31","buy-to-let","open",""
"Elderless","02b1f48f-00c4-47e3-b104-f2d844fbb699","2026-10-07","buy-to-let","open",""
"Elderless","02b6df14-4912-4312-bd6e-1973e1aaf758","2028-12-31","owner-occupied","open",""
"Elderless","02b80de5-41f8-4203-a8a5-5f6004634bce","2030-05-11","buy-to-let","open",""
"Elderless","02c3e71c-1a53-48bd-8aa1-81158d53e360","2030-03-20","buy-to-let","open",""
"Elderless","02c45dcc-c4b7-4a7b-92cd-19dbdcf1db41","2027-08-06","buy-to-let","open",""
"Roast Ham","02c7425e-c2c5-46c8-aadb-e7bb6e44e8da","2029-05-31","buy-to-let","open",""
"Elderless","02ca79df-17d1-44be-bab7-720116f4d210","2027-04-01","buy-to-let","open",""
"Hidecreek","02cc5199-1a96-4be6-aba8-ea0179fcaf0d","2025-11-26","buy-to-let","open",""
"Elderless","02cde5f8-1488-4f69-8e3e-624601dff3ee","2025-09-14","buy-to-let","switched","2026-01-15"
"Roast Ham","02cf375a-2819-4968-93c4-51353d028e64","2025-09-30","owner-occupied","redeemed","2025-10-02"
"Elderless","02cfb6bb-48c5-4a4f-8897-2bfda5853893","2030-01-15","buy-to-let","open",""
"Hidecreek","02d855db-8e2a-497a-be69-6c56781454a8","2030-12-11","commercial-owner-occupied","open",""
"Hidecreek","02db1240-e2ec-44a5-8f39-59ea0dcff098","2031-02-12","buy-to-let","open",""
"Elderless","02dea204-ae04-40b0-833c-691e8917dfb3","2031-05-19","buy-to-let","open",""
"Roast Ham","02e4913b-8abc-45ca-b737-7166447e3c94","2026-12-31","buy-to-let","open",""
"Elderless","02e6c7c9-4a3c-4151-9c0a-fdf339b1a55e","2025-09-30","buy-to-let","switched","2025-08-05"
"Elderless","02eb256e-8dac-4dce-86d4-ac4c8ac1f568","2031-01-25","buy-to-let","open",""
"Hidecreek","02f43d77-ae5b-4226-a180-f2f83d5ec841","2028-06-27","buy-to-let","open",""
"Elderless","02f46eaf-eee9-49e8-94aa-698566458c78","2029-10-24","buy-to-let","open",""
"Roast Ham","02f4ef41-1eaa-45a3-b3a6-0ca098c97c49","2031-01-31","owner-occupied","open",""
"Elderless","02f5d123-fb23-42b7-be5b-1032b3be305c","2027-11-12","buy-to-let","open",""
"Roast Ham","02f90297-dedb-4006-9489-994223c219ba","2028-04-30","buy-to-let","open",""
"Elderless","02fd195e-ae58-4f90-b091-b14f79975306","2030-03-25","buy-to-let","open",""
"Elderless","02fe1ec6-1b52-4d0b-83e7-c70b042023ad","2027-05-05","buy-to-let","open",""
"Roast Ham","02fe8572-0b75-4d91-821e-1aba47ceeec3","2027-04-30","owner-occupied","open",""
"Elderless","03001056-2d58-41f3-9382-2ff1234d7373","2027-03-28","buy-to-let","open",""
"Elderless","030143c6-85f9-4798-8442-221c98c6edf5","2027-09-21","buy-to-let","open",""
"Roast Ham","0302055f-646f-4f8c-af13-8d0c9eeb5e91","2025-07-04","buy-to-let","open",""
"Elderless","030329b0-0649-4b1f-8821-5efe2bbe07dd","2030-08-31","buy-to-let","open",""
"Roast Ham","030404a8-c22e-47b9-be21-09cf900d287f","2025-06-22","buy-to-let","redeemed","2025-06-24"
"Roast Ham","0306e50d-82d4-4caf-af3c-97f0393d895b","2026-07-31","owner-occupied","open",""
"Hidecreek","0307694b-a45d-4eb3-8857-46b30fe62647","2028-05-10","commercial-buy-to-let","open",""
"Hidecreek","030da2e2-60fd-47f1-b8cc-2a73d1c6c888","2026-04-23","buy-to-let","switched","2026-04-29"
"Elderless","030e717b-c117-4fac-b289-1672dbc3962a","2028-08-28","buy-to-let","open",""
"Elderless","030e7d4d-73f3-451f-830a-4e0ac646cbd1","2030-01-15","buy-to-let","open",""
"Hidecreek","030efb04-b2c2-4bc5-953c-ce9c3242a4f2","2027-08-07","buy-to-let","open",""
"Hidecreek","03126b32-2675-46d9-8b90-137fcee9439f","2029-09-12","buy-to-let","open",""
"Elderless","03150ea1-6321-42c6-a84e-aedaeac7ae6d","2025-07-09","buy-to-let","switched","2025-06-20"
"Elderless","0318c93d-4357-4fae-85be-4af7286f49d1","2025-05-31","owner-occupied","switched","2025-05-17"
"Roast Ham","031942cd-b920-45b0-a8c0-a17b286571fc","2028-09-30","owner-occupied","open",""
"Roast Ham","031e1221-8770-4e5b-9e8d-b904928369d6","2028-02-29","owner-occupied","open",""
"Hidecreek","031eb234-278d-47a8-902c-35c6a4ac43ef","2028-02-02","buy-to-let","open",""
"Elderless","031f72c6-88e8-437d-aafe-8f9aa6b2b027","2028-02-29","owner-occupied","open",""
"Hidecreek","0322beca-242c-49a3-b80a-41cc0d877816","2027-11-11","buy-to-let","open",""
"Elderless","032a4350-0871-4127-a622-d41ee99a2d74","2027-09-14","buy-to-let","open",""
"Elderless","032a82f8-25c4-412e-8243-4d9c999aeaf4","2026-07-31","owner-occupied","switched","2026-05-29"
"Elderless","032a8e6c-9141-4eb7-90a1-1dfb61b67eb2","2028-03-31","buy-to-let","open",""
"Roast Ham","0331ad6e-6dc1-4576-8884-2017baffb98c","2027-06-30","owner-occupied","open",""
"Elderless","0333c889-08a1-4151-9353-3f11b63c111f","2027-11-27","buy-to-let","open",""
"Roast Ham","0337333e-5bc9-460b-872a-f2903a676908","2027-06-30","buy-to-let","open",""
"Elderless","03385774-0712-4a40-bfab-e84050bc5109","2026-12-31","buy-to-let","open",""
"Elderless","033935ec-9196-4a15-be40-5f8f9902118c","2030-09-23","owner-occupied","open",""
"Hidecreek","03398fec-5dca-4039-94cc-ced1d30229f7","2031-06-02","commercial-buy-to-let","open",""
"Elderless","033c3953-48f5-46b2-9732-9789cc6e7dae","2027-12-04","buy-to-let","open",""
"Elderless","033e1625-31fd-4c5b-8e36-0e7eb46a5c83","2027-04-30","buy-to-let","open",""
"Elderless","0340d193-d749-469a-b7eb-b4d25f54f178","2027-11-28","buy-to-let","open",""
"Elderless","0342cdd8-9cde-4644-9937-5af6783b2af7","2026-04-30","buy-to-let","switched","2026-01-25"
"Elderless","03482c36-9ee4-406b-9bb0-4b44b61a5b49","2025-11-30","buy-to-let","redeemed","2026-01-08"
"Roast Ham","0348546a-c8de-4e0b-8f0e-ba01b1ce809f","2026-05-31","owner-occupied","switched","2026-02-20"
"Elderless","03497e5a-bf78-4149-839b-6da525bf43da","2028-03-31","buy-to-let","open",""
"Elderless","034ab51e-7939-4be5-b583-ca92130d5251","2026-05-31","buy-to-let","open",""
"Elderless","034f064f-8669-4941-badf-b7cc780ceb72","2029-09-30","buy-to-let","open",""
"Hidecreek","035070c9-16d3-4971-93d0-00e821ce1b3b","2028-09-20","buy-to-let","open",""
"Elderless","0351472d-acd9-4fa7-a3d9-a6cb5f9c82bc","2029-02-05","buy-to-let","open",""
"Elderless","03519080-976c-4406-bb4c-8d4cccd20346","2025-11-30","buy-to-let","redeemed","2025-11-20"
"Roast Ham","0352e8ee-18a0-415f-9f65-5798f6cacb05","2028-09-30","buy-to-let","redeemed","2025-10-28"
"Roast Ham","03558031-4e31-4a20-8014-61a243b89be6","2025-05-31","owner-occupied","redeemed","2026-02-13"
"Elderless","03577ad0-7f40-4c5a-a7db-b5a6d5f5f099","2026-10-02","owner-occupied","open",""
"Roast Ham","035ab1b4-b4c5-496f-8389-79f31fe50fdc","2027-06-30","owner-occupied","open",""
"Roast Ham","035b3ea0-e790-4e84-bf62-11210ab718df","2027-02-28","owner-occupied","open",""
"Elderless","035c3aad-ea3b-41c3-a782-18ef67c286f0","2029-07-30","owner-occupied","open",""
"Roast Ham","035d5d86-9223-4bb0-9456-4892a39fbc88","2027-10-31","owner-occupied","open",""
"Elderless","035d9879-cdbc-4aaa-8816-70a89cfb25de","2027-10-31","buy-to-let","open",""
"Elderless","035e30df-33a2-409c-9279-97ac12895c4f","2028-08-20","owner-occupied","open",""
"Hidecreek","03677903-8e79-4088-a702-54e7466976b6","2027-07-15","buy-to-let","open",""
"Elderless","0369ad90-1f78-4f2a-9f8b-7d40772aba27","2030-03-31","owner-occupied","open",""
"Roast Ham","036d5c44-289d-4456-9f65-063efd5cecda","2025-12-31","owner-occupied","switched","2025-12-13"
"Hidecreek","03730fb3-49e5-4439-8be5-7a2e28aab37d","2029-07-10","buy-to-let","open",""
"Elderless","03749b40-42aa-4e77-8bdc-464414fde86a","2030-02-17","owner-occupied","open",""
"Roast Ham","0376103d-915a-4411-8090-9c82f5caa7b7","2025-08-31","owner-occupied","switched","2025-08-08"
"Hidecreek","0379a8bf-9722-482a-b0d1-7857c65fab80","2028-11-24","buy-to-let","open",""
"Roast Ham","037af6b8-02d8-4813-ab5b-fe3cd475df31","2029-07-31","owner-occupied","open",""
"Elderless","037e8e83-86f7-497d-96f9-8d05eca40273","2028-12-31","buy-to-let","open",""
"Roast Ham","037ec9bd-51fb-47be-8e6b-633f706eaee6","2026-10-31","owner-occupied","redeemed","2025-02-25"
"Roast Ham","0381c094-e7d7-48f6-aa4a-8e00b77a8898","2028-12-31","owner-occupied","open",""
"Elderless","0385c332-71e2-46f2-9cbb-539259a9644b","2026-10-10","buy-to-let","redeemed","2025-03-11"
"Hidecreek","038671cc-b0fc-41b3-adea-526cf26cf17d","2029-11-01","buy-to-let","open",""
"Elderless","038bb053-86e3-4e70-8b5c-2c8aac6a34ad","2027-01-02","buy-to-let","open",""
"Elderless","038d0167-3164-4493-805c-5af83e89b250","2027-05-31","owner-occupied","redeemed","2026-02-10"
"Elderless","0393ba47-98b8-41cc-b57e-0b68911609c3","2025-10-29","buy-to-let","switched","2025-10-14"
"Elderless","039eee78-6667-4af3-99f9-cc72b8403ec6","2028-04-30","buy-to-let","open",""
"Elderless","03a30839-905a-497f-8b62-32791fcf2c7e","2026-10-12","buy-to-let","open",""
"Roast Ham","03a5a7d3-a63b-43b6-b7bf-8f6ebcca5dde","2027-02-28","owner-occupied","open",""
"Roast Ham","03a6444c-85c0-4685-8eeb-2ac278ad26a6","2025-10-31","buy-to-let","switched","2025-09-23"
"Elderless","03a9a1d5-0c09-4837-ae81-b3dbadc6aef7","2025-07-21","buy-to-let","open",""
"Elderless","03adbd3f-89b9-4c32-ad27-d64c1db7ef6b","2028-11-19","buy-to-let","open",""
"Roast Ham","03aefbbd-6a74-42e5-bc0d-d0c1ac41994c","2026-08-31","buy-to-let","open",""
